@relation Bank_limited-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.supervised.instance.SMOTE-C0-K8-P500.0-S1-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {unknown,failure,other,success}
@attribute y {no,yes}

@data
37,entrepreneur,married,tertiary,2685,no,no,unknown,20,jun,187,2,-1,0,unknown,no
47,blue-collar,married,primary,292,no,yes,telephone,28,jul,210,3,-1,0,unknown,no
71.661689,admin.,married,secondary,4683.13559,no,no,cellular,10.713656,may,194.577121,1,-1,0,unknown,yes
30,technician,single,secondary,175,no,no,cellular,25,aug,167,4,-1,0,unknown,no
29.777552,blue-collar,single,secondary,-276.62764,yes,no,cellular,16.349023,may,427.017818,1,-1,0,unknown,yes
54,blue-collar,married,unknown,191,no,no,cellular,4,aug,753,2,-1,0,unknown,no
28,blue-collar,single,secondary,3412,yes,no,cellular,15,may,22,4,-1,0,unknown,no
34.135596,management,married,secondary,0,no,no,cellular,25.595329,oct,152.981595,1,43.386259,6.475059,unknown,yes
58,retired,married,secondary,413,no,no,cellular,27,aug,104,5,-1,0,unknown,no
46,technician,divorced,secondary,-90,no,yes,telephone,17,oct,270,1,-1,0,unknown,yes
53,technician,married,secondary,719,yes,no,unknown,14,may,230,1,-1,0,unknown,no
39,blue-collar,married,primary,1046,no,no,unknown,19,jun,112,4,-1,0,unknown,no
41,technician,single,secondary,-41,yes,yes,cellular,3,apr,154,1,-1,0,unknown,no
34,student,married,unknown,1387,no,no,cellular,30,apr,121,1,-1,0,unknown,no
23,student,married,tertiary,-230,yes,no,cellular,18,may,259,2,-1,0,unknown,no
50,self-employed,married,secondary,2061,yes,yes,cellular,29,jan,197,2,244,3,failure,no
30.008123,self-employed,married,secondary,475.373032,no,no,cellular,17.731244,aug,1134.462832,2.471758,-1,0,unknown,yes
42,housemaid,single,primary,5774,yes,no,unknown,15,may,54,2,-1,0,unknown,no
31,admin.,married,secondary,0,yes,yes,unknown,6,may,144,2,-1,0,unknown,no
24.934656,services,single,secondary,133.079724,no,no,cellular,11.137941,jul,116.909235,1.985666,-1,0,unknown,yes
49,blue-collar,single,primary,3018,yes,no,unknown,15,may,93,1,-1,0,unknown,no
50,self-employed,married,tertiary,4012,no,no,cellular,19,nov,690,3,-1,0,unknown,no
43,technician,divorced,secondary,1413,yes,no,telephone,28,jul,75,3,-1,0,unknown,no
40,management,married,tertiary,542,yes,no,cellular,20,nov,1816,1,-1,0,unknown,no
39,blue-collar,married,secondary,1367,no,no,unknown,12,jun,43,1,-1,0,unknown,no
37.080186,management,married,secondary,2769.810248,no,no,cellular,2,may,494.897216,1.363161,-1,0,unknown,yes
31,admin.,married,primary,355,yes,yes,unknown,4,jun,61,6,-1,0,unknown,no
49,retired,single,primary,25824,no,no,unknown,17,jun,94,1,-1,0,unknown,no
33,management,married,tertiary,148,no,no,unknown,20,may,717,1,-1,0,unknown,no
41.819664,services,married,secondary,284.46707,yes,no,cellular,8.281584,may,814.310223,1.037362,-1,0,unknown,yes
49,unemployed,married,secondary,769,yes,no,unknown,14,may,257,1,-1,0,unknown,no
36,technician,single,secondary,0,no,no,cellular,29,aug,85,6,-1,0,unknown,no
30.141281,technician,single,secondary,732.229156,yes,no,cellular,6.370881,may,564.164371,2.821111,-1,0,unknown,yes
36,entrepreneur,married,tertiary,6,no,no,telephone,30,oct,246,1,-1,0,unknown,no
56,management,married,tertiary,21664,no,no,unknown,17,jun,214,8,-1,0,unknown,no
35.679413,services,married,secondary,435.429458,yes,no,cellular,13.928281,may,570.294121,1.097059,279.558419,3.39386,failure,yes
51.77985,management,married,secondary,1473.114164,no,no,cellular,28.396631,jun,302.864677,1.969745,-1,0,unknown,yes
32,services,married,secondary,-632,yes,yes,cellular,20,apr,18,5,-1,0,unknown,no
32.511038,student,single,secondary,363.474303,no,no,cellular,14.976407,aug,227.788813,1,36.789701,1.190335,unknown,yes
27,management,single,tertiary,390,no,no,cellular,28,oct,190,1,82,1,success,no
30,technician,single,tertiary,2325,no,no,cellular,5,apr,270,3,241,4,other,no
51,admin.,divorced,secondary,340,yes,no,unknown,8,may,186,1,-1,0,unknown,no
35,admin.,single,tertiary,62,no,yes,cellular,30,apr,67,1,-1,0,unknown,no
28,self-employed,single,tertiary,4579,no,no,cellular,12,jan,409,2,-1,0,unknown,yes
43.335588,management,married,tertiary,147.524701,no,no,unknown,24.782844,may,722.779255,2.826627,-1,0,unknown,yes
55,admin.,married,primary,343,yes,no,cellular,14,jul,276,3,-1,0,unknown,no
37,blue-collar,divorced,secondary,33,yes,no,cellular,20,nov,106,2,167,1,failure,no
28,blue-collar,married,secondary,225,yes,yes,unknown,7,may,866,2,-1,0,unknown,no
31.347873,blue-collar,married,secondary,198.864855,yes,no,cellular,18.10366,jul,1667.516529,3.407561,180.644167,0.415492,unknown,yes
30,services,single,secondary,3485,no,no,cellular,2,feb,142,2,-1,0,unknown,no
57,admin.,divorced,unknown,887,no,no,unknown,20,jun,43,8,-1,0,unknown,no
30,admin.,married,secondary,518,yes,no,cellular,8,may,127,1,-1,0,unknown,no
31,blue-collar,married,secondary,631,yes,no,unknown,23,may,248,4,-1,0,unknown,no
30,management,single,tertiary,149,yes,no,unknown,3,jun,220,2,-1,0,unknown,no
49.410933,management,married,secondary,342.774893,yes,no,cellular,19.672916,may,662.283362,3.783855,298.420007,3.959067,failure,yes
38,blue-collar,married,secondary,121,yes,yes,cellular,6,feb,168,1,212,2,failure,no
44.578323,management,married,secondary,1023.664266,no,no,cellular,10.961684,mar,186.350817,1.620448,-1,0,unknown,yes
42.484203,management,married,secondary,2070.480129,no,no,cellular,6.641823,feb,451.918448,1.75664,119.543508,0.422934,success,yes
37,management,married,primary,22856,no,no,cellular,2,jul,154,1,388,1,failure,no
40,admin.,married,secondary,1327,yes,yes,unknown,26,may,76,2,-1,0,unknown,no
40.875409,blue-collar,married,secondary,500.498685,yes,no,cellular,5.433129,jul,674.476416,1.800191,-1,0,unknown,yes
31,management,married,secondary,114.500642,yes,no,cellular,14.855395,may,685.134261,3.304029,-1,0,unknown,yes
60,blue-collar,married,primary,493,no,no,cellular,18,aug,671,4,-1,0,unknown,yes
34,blue-collar,married,secondary,103,yes,yes,unknown,8,may,956,2,-1,0,unknown,no
34,technician,married,tertiary,691,yes,yes,unknown,2,jun,70,1,-1,0,unknown,no
33,blue-collar,married,secondary,625,yes,no,unknown,28,may,410,1,-1,0,unknown,no
52,self-employed,married,secondary,9,no,yes,unknown,6,jun,44,1,-1,0,unknown,no
40.406295,management,married,tertiary,1139.478587,yes,no,cellular,4.730102,aug,315.961255,1,93.570434,2,unknown,yes
54,unknown,married,secondary,1157,no,no,cellular,26,may,98,2,-1,0,unknown,no
48.360605,retired,married,tertiary,9293.768259,no,no,cellular,16.093843,jun,678.580687,3.232765,-1,0,unknown,yes
58,retired,married,secondary,225,no,no,cellular,7,aug,122,6,-1,0,unknown,no
36.539023,management,divorced,tertiary,1.979883,yes,no,cellular,21.995974,apr,122.122123,2.622266,-1,0,unknown,yes
57,admin.,divorced,unknown,4012,no,no,cellular,20,nov,915,1,-1,0,unknown,no
56,unemployed,divorced,primary,109,no,no,cellular,15,jul,924,4,-1,0,unknown,no
39,blue-collar,married,secondary,0,yes,no,cellular,7,may,502,1,7,2,failure,no
50.655017,blue-collar,married,secondary,442.227887,yes,no,cellular,6.483276,jul,679.561422,2.86796,-1,0,unknown,yes
31,technician,single,tertiary,424,no,no,cellular,21,aug,93,2,-1,0,unknown,no
84,retired,divorced,primary,639,no,no,telephone,18,may,353,3,-1,0,unknown,yes
44,management,single,tertiary,1424,yes,no,cellular,8,aug,201,2,-1,0,unknown,no
27,services,single,secondary,261,yes,yes,cellular,18,may,113,1,-1,0,unknown,no
50,management,married,tertiary,4374,yes,no,cellular,21,nov,163,2,113,3,failure,no
26.058344,technician,married,secondary,732.010035,yes,no,cellular,27.224944,may,570.421383,2.14905,-1,0,unknown,yes
34.588519,management,single,tertiary,5530.332372,no,no,cellular,24.786962,feb,419.720452,1,-1,0,unknown,yes
44,technician,married,secondary,2776,yes,no,cellular,27,jan,701,1,-1,0,unknown,yes
49.633086,management,married,secondary,626.983782,yes,no,cellular,11.089535,may,445.959727,2,455.198087,2.038837,success,yes
71.471947,blue-collar,single,secondary,309.628178,no,no,cellular,9.592256,apr,382.986792,1.997948,-1,0,unknown,yes
34.725818,management,married,secondary,4653.190719,yes,no,cellular,20.595093,may,855.385637,1.969992,-1,0,unknown,yes
36,management,married,tertiary,925,no,no,cellular,14,dec,321,3,189,4,success,yes
30,blue-collar,single,secondary,315,no,no,cellular,23,jun,1407,1,-1,0,unknown,yes
51,services,married,secondary,0,no,no,cellular,18,jul,439,3,-1,0,unknown,no
55,services,married,unknown,1210,yes,no,unknown,30,may,868,1,-1,0,unknown,no
56,unemployed,married,primary,3391,no,no,cellular,21,apr,243,1,-1,0,unknown,yes
66,retired,married,tertiary,2262,no,no,cellular,22,apr,155,1,-1,0,unknown,no
49.703348,management,married,secondary,444.334295,no,no,cellular,4.187797,aug,567.921474,1.685091,-1,0,unknown,yes
53,blue-collar,married,primary,306,no,no,cellular,28,jul,388,3,181,1,success,yes
34.778307,management,married,tertiary,1275.558482,no,no,cellular,16.118257,apr,329.600948,3.866921,140.204567,3.82689,success,yes
51,self-employed,married,secondary,95,yes,no,cellular,23,jul,1309,4,-1,0,unknown,yes
54.503578,management,married,tertiary,11133.904181,no,no,cellular,9.481366,jun,279.493303,1,-1,0,unknown,yes
59,blue-collar,married,primary,179,yes,no,unknown,5,may,55,3,-1,0,unknown,no
30,technician,single,secondary,57,no,no,cellular,2,feb,465,2,-1,0,unknown,no
54,services,married,secondary,0,no,no,unknown,19,jun,220,1,-1,0,unknown,no
53.885052,management,married,secondary,9.844416,no,no,cellular,21.249862,oct,165.101083,1,92.120153,1.986491,success,yes
51,blue-collar,divorced,unknown,10287,yes,no,unknown,29,may,117,1,-1,0,unknown,no
54,blue-collar,married,primary,211,no,no,unknown,19,jun,200,2,-1,0,unknown,no
31,services,single,secondary,469,no,yes,cellular,2,feb,111,1,-1,0,unknown,no
38,technician,single,tertiary,744,yes,no,cellular,14,may,283,1,288,12,other,no
23,student,single,secondary,1021,no,no,telephone,19,jun,79,9,-1,0,unknown,no
47,services,divorced,secondary,691,no,no,cellular,6,feb,285,6,-1,0,unknown,no
56,unemployed,divorced,primary,802,no,no,telephone,3,feb,258,2,-1,0,unknown,no
24.282662,management,married,primary,3410.952642,no,no,cellular,12.005526,jun,283.301837,1.174723,2.861803,2.227146,failure,yes
27,student,single,tertiary,-148,yes,no,cellular,11,sep,146,3,224,1,other,no
46.084819,management,married,tertiary,540.576497,no,no,cellular,7.579175,apr,143.259107,1.438729,-1,0,unknown,yes
42.690175,management,married,secondary,124.192016,no,no,cellular,19.01447,may,667.818175,1.158268,89.889655,2.834347,unknown,yes
31.085665,management,married,tertiary,1268.3814,no,no,cellular,26.566278,apr,310.752087,1.527197,93.69024,3.842858,success,yes
58,retired,divorced,primary,2538,yes,no,cellular,31,jul,307,6,-1,0,unknown,no
38,housemaid,married,secondary,-278,yes,no,cellular,28,jul,143,2,-1,0,unknown,no
34,blue-collar,married,secondary,1897,yes,yes,cellular,19,nov,441,1,-1,0,unknown,no
56.740138,admin.,married,tertiary,3.822083,no,no,cellular,5.215649,may,434.792169,3.412111,-1,0,unknown,yes
43,blue-collar,married,secondary,130,no,no,cellular,5,may,156,1,337,3,failure,no
55,management,divorced,tertiary,1598,no,no,cellular,22,aug,607,4,-1,0,unknown,no
39,blue-collar,married,primary,20,yes,no,unknown,7,may,109,1,-1,0,unknown,no
36,services,single,secondary,174,yes,no,unknown,7,may,223,2,-1,0,unknown,no
51.219774,admin.,married,secondary,2224.645869,no,no,cellular,13.283363,feb,253.538283,1.76346,-0.755469,0.111281,unknown,yes
38,management,married,tertiary,7124,no,no,unknown,16,jun,301,6,-1,0,unknown,no
50,blue-collar,married,primary,2142,yes,no,cellular,29,jan,309,2,224,1,other,no
36.270392,management,married,tertiary,2716.504178,yes,no,cellular,12.408197,aug,686.895109,2,70.663489,1.455138,unknown,yes
26,student,single,secondary,279,no,no,cellular,7,may,239,3,-1,0,unknown,no
28.907809,admin.,married,secondary,467.142763,no,no,cellular,24.147571,jul,679.42972,11.792939,-1,0,unknown,yes
33,blue-collar,married,primary,925,no,no,cellular,20,nov,884,3,-1,0,unknown,no
32,management,married,tertiary,820,yes,no,cellular,17,jul,738,3,-1,0,unknown,no
51,management,single,tertiary,297,yes,no,cellular,15,may,415,4,375,1,failure,yes
33.549561,blue-collar,married,secondary,225.074449,no,no,cellular,9.318125,may,410.799134,2.147935,-1,0,unknown,yes
46,services,married,secondary,451,yes,yes,cellular,13,may,389,4,-1,0,unknown,no
30.161784,management,married,tertiary,1236.051344,no,no,cellular,29.499322,aug,288.907738,2.547252,23.077651,1.726782,unknown,yes
41.701461,technician,single,secondary,2378.630864,no,no,cellular,4.58779,feb,223.623393,1,202.327183,2,failure,yes
47,management,single,tertiary,4402,no,no,telephone,10,dec,805,1,190,1,other,yes
37,blue-collar,married,secondary,2023,yes,no,cellular,10,jul,214,1,-1,0,unknown,no
38,self-employed,married,secondary,279,yes,no,unknown,28,may,110,5,-1,0,unknown,no
39,self-employed,married,secondary,31,yes,no,cellular,20,nov,61,2,181,4,failure,no
56,management,single,secondary,237,yes,no,telephone,9,jul,236,4,-1,0,unknown,no
43.771123,management,married,tertiary,5044.831754,no,no,cellular,23.371751,oct,287.321994,3.814064,149.507624,1.211815,unknown,yes
33,self-employed,single,tertiary,61,no,no,cellular,19,aug,836,3,-1,0,unknown,yes
34,admin.,married,secondary,396,yes,no,cellular,16,jul,101,3,-1,0,unknown,no
56,technician,married,secondary,205,no,yes,cellular,23,jul,442,2,-1,0,unknown,no
40.301854,blue-collar,married,primary,-407.589847,yes,no,cellular,15.342437,may,513.074821,1.931667,-1,0,unknown,yes
38.784128,blue-collar,single,secondary,2.884983,no,no,cellular,18.532133,may,568.926413,3.942234,-1,0,unknown,yes
33.905958,management,single,secondary,2644.097577,no,no,cellular,12.079897,feb,229.023575,3.353925,-1,0,unknown,yes
37.601755,retired,married,secondary,898.516902,no,no,cellular,10,feb,773.826105,1.223873,180.160366,5,unknown,yes
32,management,single,tertiary,751,yes,no,unknown,8,may,64,1,-1,0,unknown,no
30,admin.,single,secondary,303.827173,no,no,cellular,22.16347,apr,631.950184,2.916884,35.521069,1.075316,unknown,yes
46,management,married,secondary,12186,no,no,unknown,20,jun,29,3,-1,0,unknown,no
41,management,married,tertiary,49,yes,no,cellular,17,jul,312,5,-1,0,unknown,no
35,management,divorced,tertiary,434,yes,no,cellular,11,may,277,1,271,2,success,no
43.480907,technician,married,secondary,131.046203,yes,no,unknown,25.595962,may,797.274139,1.782784,-1,0,unknown,yes
48.503441,blue-collar,married,secondary,2228.01145,yes,no,cellular,5.919418,jun,1239.745137,9.959057,-1,0,unknown,yes
27.315592,management,married,secondary,616.186069,yes,no,cellular,8.152865,may,612.287606,3,-1,0,unknown,yes
35.542365,management,married,tertiary,12016.081504,no,no,cellular,14.704555,jun,329.257969,1.089924,275.994778,1.360822,unknown,yes
26,admin.,single,secondary,255,no,no,cellular,30,apr,457,1,80,1,success,yes
25.944124,management,married,secondary,4710.814724,yes,no,cellular,13.344815,may,716.367104,3.344572,-1,0,unknown,yes
48,blue-collar,married,primary,1092,no,yes,cellular,18,nov,79,1,172,8,failure,no
55,housemaid,married,secondary,139,no,no,cellular,22,aug,256,2,-1,0,unknown,no
33,self-employed,married,tertiary,263,no,no,cellular,4,may,119,2,-1,0,unknown,no
80,management,married,primary,6483,no,no,telephone,19,oct,123,1,-1,0,unknown,no
32,technician,married,secondary,253,yes,no,unknown,4,jun,257,3,-1,0,unknown,no
27,blue-collar,single,secondary,23,no,no,cellular,26,feb,590,2,-1,0,unknown,no
37.964676,admin.,divorced,secondary,0.08536,yes,no,cellular,22.841344,oct,179.520181,1.794196,-1,0,unknown,yes
35,admin.,married,secondary,786,no,yes,cellular,25,jul,322,1,-1,0,unknown,no
26,self-employed,single,tertiary,1153,no,no,cellular,4,may,238,3,-1,0,unknown,no
47,admin.,single,secondary,2540,no,no,cellular,18,nov,110,5,-1,0,unknown,no
43.00379,management,married,secondary,3674.504808,no,no,cellular,18.689702,aug,818.005903,2,-1,0,unknown,yes
30,management,single,tertiary,775,yes,no,unknown,16,jun,124,2,-1,0,unknown,no
38,blue-collar,single,secondary,-1,yes,no,unknown,7,may,72,1,-1,0,unknown,no
41.506505,admin.,married,secondary,-350.393347,yes,yes,cellular,20.51046,may,517.190584,1,92.581669,0.656253,unknown,yes
42,technician,married,secondary,2,no,no,unknown,29,may,249,2,-1,0,unknown,no
35,admin.,divorced,secondary,3636,no,yes,cellular,21,nov,808,2,-1,0,unknown,yes
37,technician,married,secondary,4030,yes,no,unknown,26,may,178,5,-1,0,unknown,no
28,student,single,secondary,330,no,no,telephone,2,feb,197,1,-1,0,unknown,no
38.139571,technician,married,secondary,6647.857998,no,no,cellular,15.368522,feb,300.468598,2.722428,140.983081,1.115229,unknown,yes
34.685657,management,married,secondary,2937.519393,no,no,cellular,2.164123,may,406.635051,1.66952,112.201199,0.285737,unknown,yes
35,technician,married,tertiary,0,yes,yes,cellular,23,sep,112,1,62,6,other,no
38,technician,single,secondary,258,no,yes,unknown,20,jun,587,2,-1,0,unknown,no
36.371813,services,divorced,secondary,189.312308,yes,no,cellular,24.922331,jul,1124.005016,2.842043,-1,0,unknown,yes
42,blue-collar,married,secondary,3068,yes,yes,cellular,11,may,429,2,-1,0,unknown,no
66.34995,management,married,tertiary,637.069215,no,no,cellular,17.636624,may,344.154075,2.230824,156.910437,1.064092,success,yes
34,management,single,tertiary,8038,yes,no,cellular,20,apr,29,3,152,1,failure,no
19,student,single,unknown,1169,no,no,cellular,6,feb,463,18,-1,0,unknown,no
24,management,single,tertiary,172,no,no,cellular,3,jul,67,2,-1,0,unknown,no
51,blue-collar,married,primary,-11,no,no,telephone,16,jul,126,4,-1,0,unknown,no
54,technician,married,secondary,2225,no,yes,cellular,13,aug,73,2,-1,0,unknown,no
52,admin.,single,primary,0,no,no,unknown,19,may,182,11,-1,0,unknown,no
40,management,married,tertiary,1217,yes,yes,cellular,18,nov,155,1,-1,0,unknown,no
55,retired,married,secondary,159,no,no,cellular,28,aug,159,1,-1,0,unknown,no
41.996982,management,married,secondary,-12.477123,no,no,cellular,23.885881,may,559.14956,1,-1,0,unknown,yes
74.362919,admin.,married,secondary,3810.33434,no,no,cellular,8.411858,apr,254.941712,1.107127,186.733492,1.399331,success,yes
28,blue-collar,married,secondary,1137,no,no,cellular,6,feb,129,4,211,3,other,no
35,blue-collar,single,tertiary,0,yes,no,cellular,21,jul,262,4,-1,0,unknown,no
54.038859,blue-collar,married,secondary,-986.979849,yes,no,cellular,17.490781,may,620.222004,2,-1,0,unknown,yes
25.432006,management,married,tertiary,4.579796,no,no,cellular,16.977308,apr,105.632647,2,-1,0,unknown,yes
48.945487,admin.,married,secondary,4009.484101,no,no,cellular,2.930135,apr,287.988516,2,179.178018,2.397381,success,yes
34.711047,management,married,secondary,2919.214774,no,no,cellular,11.358267,may,349.794004,1,-1,0,unknown,yes
64.350508,management,married,tertiary,1240.466839,no,no,cellular,14.92562,aug,397.379234,6.383975,-1,0,unknown,yes
51,blue-collar,married,secondary,160,yes,no,cellular,7,may,136,1,359,1,failure,no
31,technician,single,secondary,691,yes,no,cellular,8,may,198,1,-1,0,unknown,no
38,admin.,married,secondary,424,yes,no,cellular,17,apr,279,1,-1,0,unknown,no
28.222775,management,married,tertiary,1338.434384,no,no,cellular,28.334351,jun,291.862202,1.587061,90.446807,4.879479,unknown,yes
33,management,married,tertiary,2098,no,no,cellular,20,nov,67,1,-1,0,unknown,no
71.734607,management,married,tertiary,1067.176466,no,no,cellular,5.918215,mar,127.833694,1,-1,0,unknown,yes
28,management,single,tertiary,4937,yes,no,telephone,13,may,421,3,-1,0,unknown,no
40,blue-collar,married,secondary,1100,yes,no,unknown,29,may,660,2,-1,0,unknown,no
36.482353,admin.,married,secondary,890.950717,yes,no,cellular,7.631048,may,673.997448,1.778543,324.012577,2.53573,failure,yes
36.959202,blue-collar,married,secondary,470.673566,no,no,cellular,22.714915,jul,1004.269119,10.511513,-1,0,unknown,yes
55.217331,management,married,tertiary,731.022632,no,no,cellular,23.274161,sep,232.824932,1.947475,110.875426,1.053788,unknown,yes
34,technician,single,tertiary,992,yes,no,cellular,4,may,301,1,88,2,success,no
44,technician,divorced,secondary,14,no,no,cellular,13,nov,167,1,92,1,success,yes
42.873782,management,married,secondary,1579.088795,no,no,cellular,15.70773,aug,252.631843,3.832725,427.264861,2.277972,failure,yes
41.615465,management,married,tertiary,366.494037,yes,no,unknown,4.594044,may,657.852313,1.211147,-1,0,unknown,yes
45,technician,married,secondary,2571,no,no,unknown,18,jun,146,2,-1,0,unknown,no
36.969889,technician,married,secondary,6992.815414,no,no,cellular,14.942727,feb,228.559929,2.873856,110.744169,4,unknown,yes
30,admin.,married,secondary,124,no,no,telephone,16,jun,161,2,-1,0,unknown,no
34,technician,married,secondary,0,yes,no,cellular,29,aug,116,4,-1,0,unknown,no
43,blue-collar,divorced,primary,49,yes,no,unknown,9,may,100,1,-1,0,unknown,no
55.802029,services,married,secondary,-93.963055,yes,no,cellular,5.150448,jul,1671.307455,1,-1,0,unknown,yes
49,services,married,secondary,2201,yes,no,unknown,15,may,233,3,-1,0,unknown,no
36,technician,married,tertiary,837,no,no,cellular,28,aug,68,6,-1,0,unknown,no
41.790386,management,married,secondary,568.78341,no,no,cellular,13.476296,may,322.829969,1.732425,327.213877,1,failure,yes
33,services,married,primary,6904,no,no,telephone,20,nov,114,2,-1,0,unknown,no
37,blue-collar,married,primary,704,no,no,unknown,18,jun,165,7,-1,0,unknown,no
54.446922,services,married,secondary,381.681301,no,no,cellular,24.481147,jul,1051.880057,4.367289,-1,0,unknown,yes
60,retired,divorced,tertiary,2131,no,no,cellular,10,jul,421,6,-1,0,unknown,no
34,blue-collar,single,secondary,13683,yes,no,unknown,3,jun,115,3,-1,0,unknown,no
36.396773,blue-collar,married,secondary,391.501098,yes,no,cellular,23.499393,may,1413.247588,12.478203,-1,0,unknown,yes
32.880385,management,single,primary,188.046441,no,no,cellular,17.620992,jul,78.660786,2.919213,-1,0,unknown,yes
33.358946,blue-collar,married,primary,511.227013,yes,no,cellular,24.770521,jul,696.208152,2.596466,-1,0,unknown,yes
31,unemployed,single,primary,406,no,no,cellular,4,feb,736,1,-1,0,unknown,yes
46,admin.,married,secondary,-121,yes,yes,cellular,8,jul,214,4,-1,0,unknown,no
47,technician,married,secondary,72,no,no,unknown,29,may,278,1,-1,0,unknown,no
31.174805,management,single,tertiary,318.406953,no,no,cellular,11.474587,apr,594.60033,1,75.106539,0.66529,unknown,yes
41.31234,management,married,tertiary,732.758321,no,no,cellular,27.133154,sep,183.977817,1,95.1197,1.610077,unknown,yes
33,blue-collar,married,primary,50,yes,no,cellular,7,may,246,2,-1,0,unknown,no
55.340933,technician,divorced,tertiary,1490.512648,no,no,cellular,14.421847,jun,590.744252,3.728826,-1,0,unknown,yes
44,blue-collar,married,secondary,2523,yes,no,unknown,29,may,1236,2,-1,0,unknown,no
34.235691,management,married,tertiary,2.268357,yes,no,cellular,27.304782,apr,119.831643,1.428703,-1,0,unknown,yes
49,technician,married,secondary,-1680,yes,yes,unknown,27,jun,92,4,-1,0,unknown,no
29,admin.,single,secondary,1992,no,no,cellular,8,jul,202,1,87,2,failure,no
25,student,married,tertiary,10,yes,no,cellular,21,jul,857,4,-1,0,unknown,yes
41,admin.,married,primary,-306,yes,no,unknown,15,may,500,1,-1,0,unknown,yes
25,student,single,secondary,304,no,no,cellular,26,may,226,2,-1,0,unknown,yes
61,admin.,married,secondary,4613.531263,no,no,cellular,16.221339,may,195.388192,1,0.703954,0.758003,unknown,yes
36,blue-collar,divorced,primary,-308,yes,no,cellular,12,may,725,1,-1,0,unknown,yes
54.790456,management,married,secondary,1149.991902,no,no,cellular,16.786992,jun,1038.048344,1,1.71628,4.460839,unknown,yes
25,management,single,tertiary,2506,no,no,cellular,17,feb,485,1,-1,0,unknown,yes
62.966014,retired,married,primary,422.034958,no,no,cellular,6.179397,jul,836.321582,3.454843,18.551328,0.708237,unknown,yes
49,management,married,secondary,1623,yes,no,cellular,19,nov,1081,2,-1,0,unknown,yes
33,admin.,married,tertiary,640,no,no,cellular,24,jul,318,1,-1,0,unknown,no
44.281027,technician,married,secondary,-215.513774,yes,no,cellular,22.800298,may,1524.117285,1.657865,151.484857,1.741886,unknown,yes
33,technician,married,secondary,1844,yes,no,unknown,29,may,241,3,-1,0,unknown,no
27,housemaid,married,secondary,4848,yes,yes,telephone,23,jul,82,3,-1,0,unknown,no
25.00367,management,married,secondary,4501.007148,yes,no,cellular,11.36875,may,608.59239,2,-1,0,unknown,yes
42.085117,blue-collar,married,secondary,2088.882374,yes,no,cellular,10.549896,may,470.915469,1.889182,20.827825,1.97368,unknown,yes
29.156892,services,married,secondary,277.801902,yes,no,cellular,12.547077,may,1615.444545,3.540174,-1,0,unknown,yes
48,admin.,divorced,unknown,-70,no,no,cellular,14,may,243,1,-1,0,unknown,no
53,technician,married,secondary,206,no,no,cellular,26,aug,87,6,-1,0,unknown,no
41,entrepreneur,married,unknown,89,yes,no,unknown,6,may,333,2,-1,0,unknown,no
37,technician,single,tertiary,6101,no,no,cellular,4,may,60,5,87,1,success,no
42.59912,admin.,married,secondary,89.041396,no,no,cellular,22.211608,jul,1114.699615,3.552193,-1,0,unknown,yes
30.561277,blue-collar,single,secondary,214.014624,no,no,cellular,16.840263,mar,377.349965,1.121542,-1,0,unknown,yes
27,blue-collar,married,secondary,2171,yes,no,cellular,16,apr,130,1,323,1,other,no
27.104244,blue-collar,married,secondary,250.939843,no,no,cellular,25.856511,may,453.085073,1,42.717509,0.032116,unknown,yes
68,retired,divorced,secondary,4189,no,no,telephone,14,jul,897,2,-1,0,unknown,yes
49.9764,management,married,primary,3381.660923,no,no,cellular,15.698331,oct,102.366173,1.491041,-1,0,unknown,yes
41.613764,technician,married,tertiary,7080.18669,no,no,cellular,8.294628,feb,671.887096,2.236833,96.3562,1.433436,unknown,yes
50.144656,management,divorced,tertiary,1335.906201,no,no,cellular,9.785943,aug,727.343813,2.353666,-1,0,unknown,yes
33.274037,management,married,secondary,2441.601796,no,no,cellular,12.263095,jun,137.308596,1,250.275825,2.833004,success,yes
46.433108,management,divorced,tertiary,1294.419926,no,no,cellular,6.647516,aug,547.356133,2.123729,-1,0,unknown,yes
60,services,married,tertiary,4256,yes,no,cellular,16,aug,239,3,761,1,other,yes
53,blue-collar,married,secondary,483,yes,no,cellular,3,feb,288,3,-1,0,unknown,no
31,blue-collar,married,secondary,472,yes,no,unknown,13,may,907,2,-1,0,unknown,no
45,technician,married,secondary,999,yes,no,cellular,20,nov,215,6,188,2,failure,no
41,blue-collar,married,primary,293,yes,yes,cellular,7,may,102,1,-1,0,unknown,no
33,management,married,tertiary,641,yes,no,cellular,13,aug,347,2,-1,0,unknown,no
